# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 678  of event 'cache-misses'
# Event count (approx.): 5848014
#
# Overhead  Command         Shared Object         Symbol                
# ........  ..............  ....................  ......................
#
     0.22%  part2-parallel  [unknown]             [k] 0xffffffffa69815aa
     0.17%  part2-parallel  [unknown]             [k] 0xffffffffa6b954a4
     0.17%  part2-parallel  [unknown]             [k] 0xffffffffa6d10544
     0.17%  part2-parallel  [unknown]             [k] 0xffffffffa6cb8ef7
     0.15%  part2-parallel  [unknown]             [k] 0xffffffffa6c4b409
     0.15%  part2-parallel  [unknown]             [k] 0xffffffffa6c46234
     0.15%  part2-parallel  [unknown]             [k] 0xffffffffa6c4b457
     0.14%  part2-parallel  [unknown]             [k] 0xffffffffa6c1750e
     0.14%  part2-parallel  [unknown]             [k] 0xffffffffa6c4b42f
     0.14%  part2-parallel  [unknown]             [k] 0xffffffffa6bf02c0
     0.13%  part2-parallel  [unknown]             [k] 0xffffffffa6c4b34b
     0.12%  part2-parallel  [unknown]             [k] 0xffffffffa695ebd5
     0.09%  part2-parallel  [unknown]             [k] 0xffffffffa687a075
     0.09%  part2-parallel  [unknown]             [k] 0xffffffffa6981588
     0.09%  part2-parallel  [unknown]             [k] 0xffffffffa699cc2b
     0.09%  part2-parallel  [unknown]             [k] 0xffffffffa6a02340
     0.08%  part2-parallel  [unknown]             [k] 0xffffffffa6c4674f
     0.07%  part2-parallel  [unknown]             [k] 0xffffffffa696c79a
     0.07%  part2-parallel  [unknown]             [k] 0xffffffffa6a03cb5
     0.06%  part2-parallel  [unknown]             [k] 0xffffffffa7c00f33
     0.06%  part2-parallel  [unknown]             [k] 0xffffffffa6975400
     0.06%  part2-parallel  [unknown]             [k] 0xffffffffa69915d9
     0.05%  part2-parallel  [unknown]             [k] 0xffffffffa6c461df
     0.04%  part2-parallel  [unknown]             [k] 0xffffffffa6cb6d57
     0.04%  part2-parallel  [unknown]             [k] 0xffffffffa6972353
     0.04%  part2-parallel  [unknown]             [k] 0xffffffffa69d11a8
     0.04%  part2-parallel  [unknown]             [k] 0xffffffffa6c383c3
     0.03%  part2-parallel  [unknown]             [k] 0xffffffffa7a1f4fb
     0.03%  part2-parallel  [unknown]             [k] 0xffffffffa6fe7140
     0.03%  part2-parallel  [unknown]             [k] 0xffffffffa6c4d840
     0.03%  part2-parallel  [unknown]             [k] 0xffffffffa6cb0e20
     0.02%  part2-parallel  [unknown]             [k] 0xffffffffa6cb77c0
     0.02%  part2-parallel  [unknown]             [k] 0xffffffffa6918718
     0.01%  part2-parallel  [unknown]             [k] 0xffffffffa69510cf
     0.01%  part2-parallel  [unknown]             [k] 0xffffffffa7a1fd65
     0.00%  part2-parallel  [unknown]             [k] 0xffffffffa69ee020
     0.00%  part2-parallel  [unknown]             [k] 0xffffffffa6918223
     0.00%  part2-parallel  [unknown]             [k] 0xffffffffa69511c5
     0.00%  perf-exec       [unknown]             [k] 0xffffffffa6b9b9e8
     0.00%  part2-parallel  [unknown]             [k] 0xffffffffa6819ff4
     0.00%  part2-parallel  [unknown]             [k] 0xffffffffa6b9b103
     0.00%  part2-parallel  [unknown]             [k] 0xffffffffa6b9b1f0
     0.00%  part2-parallel  [unknown]             [k] 0xffffffffa6b91f38
     0.00%  part2-parallel  [unknown]             [k] 0xffffffffa6b91f3f
     0.00%  part2-parallel  [unknown]             [k] 0xffffffffa680ddea


# Samples: 648  of event 'L1-dcache-stores'
# Event count (approx.): 40350458
#
# Overhead  Command         Shared Object     Symbol                
# ........  ..............  ................  ......................
#
    51.39%  part2-parallel  part2-parallel    [.] compute_averages
     1.73%  part2-parallel  [unknown]         [k] 0xffffffffa6c1fe55
     1.18%  part2-parallel  [unknown]         [k] 0xffffffffa6c4919b
     1.15%  part2-parallel  [unknown]         [k] 0xffffffffa7036ec2
     1.06%  part2-parallel  [unknown]         [k] 0xffffffffa7a1f4fb
     0.89%  part2-parallel  [unknown]         [k] 0xffffffffa69d6df5
     0.88%  part2-parallel  [unknown]         [k] 0xffffffffa7987717
     0.88%  part2-parallel  [unknown]         [k] 0xffffffffa6cb8ef7
     0.80%  part2-parallel  [unknown]         [k] 0xffffffffa6c5bd0d
     0.70%  part2-parallel  [unknown]         [k] 0xffffffffa6bc7c04
     0.70%  part2-parallel  [unknown]         [k] 0xffffffffa7970679
     0.68%  part2-parallel  [unknown]         [k] 0xffffffffa7036e3f
     0.65%  part2-parallel  [unknown]         [k] 0xffffffffa6bc8263
     0.63%  part2-parallel  [unknown]         [k] 0xffffffffa7971fab
     0.63%  part2-parallel  [unknown]         [k] 0xffffffffa6c460bb
     0.61%  part2-parallel  [unknown]         [k] 0xffffffffa6cba5d6
     0.61%  part2-parallel  [unknown]         [k] 0xffffffffa6c4b457
     0.60%  part2-parallel  [unknown]         [k] 0xffffffffa6cbf2aa
     0.60%  part2-parallel  [unknown]         [k] 0xffffffffa6c49866
     0.59%  part2-parallel  [unknown]         [k] 0xffffffffa6c38390
     0.59%  part2-parallel  [unknown]         [k] 0xffffffffa6cb8f2a
     0.59%  part2-parallel  [unknown]         [k] 0xffffffffa6c84354
     0.58%  part2-parallel  [unknown]         [k] 0xffffffffa6bca2be
     0.58%  part2-parallel  [unknown]         [k] 0xffffffffa6c461b2
     0.58%  part2-parallel  [unknown]         [k] 0xffffffffa6c38138
     0.57%  part2-parallel  [unknown]         [k] 0xffffffffa69d1190
     0.56%  part2-parallel  [unknown]         [k] 0xffffffffa6c46824
     0.56%  part2-parallel  [unknown]         [k] 0xffffffffa699cc2b
     0.56%  part2-parallel  [unknown]         [k] 0xffffffffa6cba5bd
     0.56%  part2-parallel  [unknown]         [k] 0xffffffffa6c4611b
     0.56%  part2-parallel  [unknown]         [k] 0xffffffffa6a3d520
     0.55%  part2-parallel  [unknown]         [k] 0xffffffffa6c4b372
     0.55%  part2-parallel  [unknown]         [k] 0xffffffffa6bc7acd
     0.53%  part2-parallel  [unknown]         [k] 0xffffffffa7a084ca
     0.52%  part2-parallel  [unknown]         [k] 0xffffffffa7c00bb4
     0.48%  part2-parallel  [unknown]         [k] 0xffffffffa69d11b1
     0.44%  part2-parallel  [unknown]         [k] 0xffffffffa680e619
     0.43%  part2-parallel  [unknown]         [k] 0xffffffffa6c4d9d2
     0.41%  part2-parallel  [unknown]         [k] 0xffffffffa6cbc320
     0.34%  part2-parallel  [unknown]         [k] 0xffffffffa6c2b5e4
     0.33%  part2-parallel  [unknown]         [k] 0xffffffffa6c351a0
     0.31%  part2-parallel  [unknown]         [k] 0xffffffffa6c35532
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa6c1ebe3
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa6cba294
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa6bc9115
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa69d11a8
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa6cbc397
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa6c4988b
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa699bd9a
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa6cba168
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa6bc9b8c
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa6bf030b
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa6c354b2
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa6bc9112
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa6cb8f0e
     0.30%  part2-parallel  [unknown]         [k] 0xffffffffa6a3d53f
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6cba29b
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6c498f3
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6c204ae
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6c8438d
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa7987dba
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6bc8161
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6bc8274
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6c13820
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6bb6f02
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6936d08
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa699c2f0
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa7a084c2
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa68d144a
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa69cdd8f
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6bc8309
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6cb6d70
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6cbb133
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa68cfe8d
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa7972078
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6c1e8e5
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa697f804
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6a3d529
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6c84418
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa70fdccf
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa7971f91
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6c84d93
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6cba296
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6c352a5
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6c485e8
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa7971fa0
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6c35258
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6fe716a
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6a3d582
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6c4d819
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa798367b
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6bed16f
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa7c00ba9
     0.29%  part2-parallel  [unknown]         [k] 0xffffffffa6c49e9c
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6a3d53e
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6c84d89
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa70fdcbe
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6bc8169
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6c81730
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6c4c191
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6c35263
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6c498e6
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa7036e38
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6c14871
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6bf02f7
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa70fdcbd
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6c4990a
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6cbeef5
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6bca223
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6c1328a
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa6cb1298
     0.28%  part2-parallel  [unknown]         [k] 0xffffffffa7987d70
     0.27%  part2-parallel  [unknown]         [k] 0xffffffffa6c849d0
     0.21%  part2-parallel  [unknown]         [k] 0xffffffffa6c2a258
     0.10%  part2-parallel  [unknown]         [k] 0xffffffffa6c3527c
     0.10%  part2-parallel  [unknown]         [k] 0xffffffffa796448f
     0.07%  part2-parallel  [unknown]         [k] 0xffffffffa7c00f33
     0.07%  part2-parallel  [unknown]         [k] 0xffffffffa7c01988
     0.07%  part2-parallel  [unknown]         [k] 0xffffffffa6967f10
     0.07%  part2-parallel  [unknown]         [k] 0xffffffffa6cbc083
     0.07%  part2-parallel  [unknown]         [k] 0xffffffffa696c2b0
     0.07%  part2-parallel  [unknown]         [k] 0xffffffffa77ba430
     0.06%  part2-parallel  [unknown]         [k] 0xffffffffa6a01e51
     0.06%  part2-parallel  [unknown]         [k] 0xffffffffa6967e94
     0.06%  part2-parallel  [unknown]         [k] 0xffffffffa6854c05
     0.06%  part2-parallel  [unknown]         [k] 0xffffffffa6b9979a
     0.06%  part2-parallel  [unknown]         [k] 0xffffffffa697543e
     0.04%  part2-parallel  [unknown]         [k] 0xffffffffa68654c3
     0.04%  part2-parallel  [unknown]         [k] 0xffffffffa69511c5
     0.03%  part2-parallel  [unknown]         [k] 0xffffffffa697543b
     0.03%  part2-parallel  [unknown]         [k] 0xffffffffa697f84e
     0.02%  part2-parallel  [unknown]         [k] 0xffffffffa6b91f38
     0.02%  part2-parallel  [unknown]         [k] 0xffffffffa7a1fd65
     0.02%  part2-parallel  [unknown]         [k] 0xffffffffa6951074
     0.01%  part2-parallel  [unknown]         [k] 0xffffffffa6b9b148
     0.01%  part2-parallel  [unknown]         [k] 0xffffffffa6b9b1f0
     0.01%  perf-exec       [unknown]         [k] 0xffffffffa6b9b9e8
     0.00%  part2-parallel  [unknown]         [k] 0xffffffffa6819ff4
     0.00%  part2-parallel  [unknown]         [k] 0xffffffffa6b9b103
     0.00%  part2-parallel  [unknown]         [k] 0xffffffffa6b91f3f
     0.00%  part2-parallel  [unknown]         [k] 0xffffffffa680ddea


#
# (Cannot load tips.txt file, please install perf!)
#
